data,dia_semana,horario_sugerido,fase,semana,formato,pilar,tema,gancho,legenda,cta,hashtags,direcao_visual,status_agendamento,observacoes
2027-01-24,domingo,19:30,Recomeco de janeiro,Semana 23,Carrossel,Educativo,Por que comecar pequeno e melhor do que esperar o plano perfeito,Por que comecar pequeno e melhor do que esperar o plano perfeito,"O problema nao e so falta de vontade. Muitas vezes e falta de ordem.

Tema de hoje: Por que comecar pequeno e melhor do que esperar o plano perfeito.

Pensa nisso como uma escada: primeiro voce entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando voce pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui e fazer o simples bem feito: um produto claro, uma oferta honesta e conteudo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: pergunta direta. Slides seguintes: resposta em passos curtos. Ultimo slide: ""salva para fazer depois"".",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-01-25,segunda,20:15,Recomeco de janeiro,Semana 24,Reels,Jornada,O que eu faria se estivesse comecando hoje sem dinheiro para investir,O que eu faria se estivesse comecando hoje sem dinheiro para investir,"O comeco nao precisa ser impressionante. Precisa existir.

Tema de hoje: O que eu faria se estivesse comecando hoje sem dinheiro para investir.

Nao e sobre fingir que esta tudo pronto. E sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de comecar pequeno e que voce consegue corrigir rapido, sem depender de equipe, estudio ou orcamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se voce tambem esta comecando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se voce tambem esta comecando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Reels silencioso com frases em tela e musica tendencia. 5 cenas, 2 segundos cada.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-01-26,terca,12:30,Recomeco de janeiro,Semana 24,Stories,Conexao,"Se voce sente que esta atrasado, leia isso","Se voce sente que esta atrasado, leia isso","Se voce esta tentando comecar e sente que esta atrasado, respira.

Tema de hoje: Se voce sente que esta atrasado, leia isso.

Se o seu ponto de partida parece ruim, isso nao te elimina. So define qual e o proximo passo.

Voce pode comecar sem aparecer, sem equipamento caro e sem discurso de guru.

O que nao da e esperar coragem infinita para fazer a primeira publicacao.

Comenta ""REAL"" se voce quer comecar do jeito possivel, nao do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se voce quer comecar do jeito possivel, nao do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Sequencia de 3 stories: 1) pergunta/enquete, 2) dica curta, 3) CTA para link da bio/check-out.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-01-27,quarta,19:00,Recomeco de janeiro,Semana 24,Post estatico,Bastidores / prova honesta,"Como o guia foi organizado por etapas, nao por promessa","Como o guia foi organizado por etapas, nao por promessa","Por tras do guia existe uma escolha simples: clareza antes de hype.

Tema de hoje: Como o guia foi organizado por etapas, nao por promessa.

O conteudo foi pensado para ensinar a estrutura: plataformas, conteudo faceless, copy, organizacao e checklist de acao.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia e ser util sem vender ilusao.

Isso deixa a promessa menor -- e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real esta no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real esta no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Card simples: titulo, subtitulo e elemento visual lima. Visual limpo, sem poluicao.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-01-28,quinta,19:30,Recomeco de janeiro,Semana 24,Carrossel,Venda direta honesta,O Guia Do Zero ao Real e para quem quer comecar com um mapa,O Guia Do Zero ao Real e para quem quer comecar com um mapa,"A proposta e simples: um mapa pratico para quem esta comecando sem nada.

Tema de hoje: O Guia Do Zero ao Real e para quem quer comecar com um mapa.

Dentro dele voce encontra fundamentos, cadastro em plataformas, conteudo faceless, noes de copy e organizacao financeira basica.

Nao e uma formula magica. E um roteiro para parar de ficar perdido na primeira tela.

Voce olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para comecar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para comecar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: ""antes de comecar..."" Slides 2-5: erros/ajustes. Ultimo slide: convite para o guia.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-01-29,sexta,20:15,Recomeco de janeiro,Semana 24,Reels,Educativo,Como escolher uma plataforma sem travar na comparacao,Como escolher uma plataforma sem travar na comparacao,"Comecar do zero fica mais dificil quando voce tenta aprender tudo ao mesmo tempo.

Tema de hoje: Como escolher uma plataforma sem travar na comparacao.

Pensa nisso como uma escada: primeiro voce entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando voce pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui e fazer o simples bem feito: um produto claro, uma oferta honesta e conteudo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Video faceless com texto na tela, cortes rapidos e b-roll simples de computador/celular. Sem aparecer. Narrativa opcional ou audio em alta baixo.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-01-30,sabado,12:30,Recomeco de janeiro,Semana 24,Stories,Jornada,A parte invisivel de construir um projeto do zero,A parte invisivel de construir um projeto do zero,"Nem todo bastidor e bonito, mas e nele que o negocio comeca a ficar real.

Tema de hoje: A parte invisivel de construir um projeto do zero.

Nao e sobre fingir que esta tudo pronto. E sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de comecar pequeno e que voce consegue corrigir rapido, sem depender de equipe, estudio ou orcamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se voce tambem esta comecando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se voce tambem esta comecando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Story unico com bastidor + caixa de pergunta: ""qual etapa mais te trava?"".",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-01-31,domingo,19:00,Recomeco de janeiro,Semana 24,Post estatico,Conexao,"Nem todo mundo comeca com camera, equipe e dinheiro","Nem todo mundo comeca com camera, equipe e dinheiro","Voce nao precisa parecer expert para dar o primeiro passo com honestidade.

Tema de hoje: Nem todo mundo comeca com camera, equipe e dinheiro.

Se o seu ponto de partida parece ruim, isso nao te elimina. So define qual e o proximo passo.

Voce pode comecar sem aparecer, sem equipamento caro e sem discurso de guru.

O que nao da e esperar coragem infinita para fazer a primeira publicacao.

Comenta ""REAL"" se voce quer comecar do jeito possivel, nao do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se voce quer comecar do jeito possivel, nao do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Print/nota visual estilo checklist, com 3 bullets curtos.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-02-01,segunda,19:30,Recomeco de janeiro,Semana 25,Carrossel,Bastidores / prova honesta,O que tem por tras de uma landing page simples e honesta,O que tem por tras de uma landing page simples e honesta,"Um bastidor importante: esse projeto nao usa promessa de resultado garantido.

Tema de hoje: O que tem por tras de uma landing page simples e honesta.

O conteudo foi pensado para ensinar a estrutura: plataformas, conteudo faceless, copy, organizacao e checklist de acao.

Sem depoimento inventado. Sem print falso. Sem ""ganhe X por dia"". A ideia e ser util sem vender ilusao.

Isso deixa a promessa menor -- e a entrega mais limpa.

Quer ver o mapa completo? O Guia Do Zero ao Real esta no link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Quer ver o mapa completo? O Guia Do Zero ao Real esta no link da bio.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,Slide 1: titulo forte com fundo verde-noturno e palavra REAL em lima. Slides 2-6: um ponto por slide. Ultimo slide: CTA para ver o guia no link da bio.,Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-02-02,terca,20:15,Recomeco de janeiro,Semana 25,Reels,Venda direta honesta,"Se voce trava no primeiro passo, o guia foi feito para isso","Se voce trava no primeiro passo, o guia foi feito para isso","Se voce quer comecar, mas sempre trava na proxima etapa, esse guia pode te ajudar.

Tema de hoje: Se voce trava no primeiro passo, o guia foi feito para isso.

Dentro dele voce encontra fundamentos, cadastro em plataformas, conteudo faceless, noes de copy e organizacao financeira basica.

Nao e uma formula magica. E um roteiro para parar de ficar perdido na primeira tela.

Voce olha, aplica no seu ritmo e decide se faz sentido. Tem garantia de 7 dias conforme o checkout.

Para comecar com um passo a passo organizado, acesse o guia pelo link da bio.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Para comecar com um passo a passo organizado, acesse o guia pelo link da bio.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Tela gravada mostrando checklist/rotina, com legendas grandes e ritmo rapido. Encerrar com CTA na bio.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-02-03,quarta,12:30,Recomeco de janeiro,Semana 25,Stories,Educativo,A diferenca entre conteudo que ensina e conteudo que so ocupa espaco,A diferenca entre conteudo que ensina e conteudo que so ocupa espaco,"Antes de pensar em vender, voce precisa entender o caminho basico.

Tema de hoje: A diferenca entre conteudo que ensina e conteudo que so ocupa espaco.

Pensa nisso como uma escada: primeiro voce entende a base, depois monta a estrutura, depois publica, depois ajusta.

Quando voce pula etapas, tudo parece confuso e qualquer ferramenta vira desculpa para travar.

A meta aqui e fazer o simples bem feito: um produto claro, uma oferta honesta e conteudo constante.

Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital",Salva esse post e segue o @dozero.aoreal para aprender o caminho sem promessa falsa.,#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Antes/depois conceitual: ""antes: perdido / depois: com checklist"". CTA discreto.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-02-04,quinta,19:00,Recomeco de janeiro,Semana 25,Post estatico,Jornada,Comecar sem aparecer tambem e uma escolha valida,Comecar sem aparecer tambem e uma escolha valida,"Esse projeto nasceu do jeito que muita gente comeca: sem estrutura perfeita.

Tema de hoje: Comecar sem aparecer tambem e uma escolha valida.

Nao e sobre fingir que esta tudo pronto. E sobre documentar o processo e continuar mesmo quando ainda falta lapidar.

A vantagem de comecar pequeno e que voce consegue corrigir rapido, sem depender de equipe, estudio ou orcamento.

Feito com honestidade ainda vence muita ideia perfeita que nunca sai do papel.

Se voce tambem esta comecando, acompanha a jornada no @dozero.aoreal.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Se voce tambem esta comecando, acompanha a jornada no @dozero.aoreal.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Imagem unica com frase forte central, logo discreta e CTA na legenda.",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
2027-02-05,sexta,19:30,Recomeco de janeiro,Semana 25,Carrossel,Conexao,A vergonha de comecar pequeno trava mais do que a falta de ferramenta,A vergonha de comecar pequeno trava mais do que a falta de ferramenta,"Tem muita gente vendendo uma vida perfeita. Aqui a conversa e outra.

Tema de hoje: A vergonha de comecar pequeno trava mais do que a falta de ferramenta.

Se o seu ponto de partida parece ruim, isso nao te elimina. So define qual e o proximo passo.

Voce pode comecar sem aparecer, sem equipamento caro e sem discurso de guru.

O que nao da e esperar coragem infinita para fazer a primeira publicacao.

Comenta ""REAL"" se voce quer comecar do jeito possivel, nao do jeito perfeito.

#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital","Comenta ""REAL"" se voce quer comecar do jeito possivel, nao do jeito perfeito.",#dozeroaoreal #rendacomhonestidade #infoproduto #marketingdigital #faceless #rendaextra #kiwify #conteudodigital,"Slide 1: pergunta direta. Slides seguintes: resposta em passos curtos. Ultimo slide: ""salva para fazer depois"".",Pendente,Agendar no Meta Business Suite. Revisar arte antes de publicar.
